store_uid,uuid,short_name,store_name,store_desc,store_add1,store_add2,store_city,store_state,store_zip,store_address_full,Latitude,Longitude,rand_uuid
66202_79990e7d_ikea_merriam,79990e7d,ikea,IKEA,Merriam,6000 IKEA Way,,Merriam,KS,66202,"6000 IKEA Way Merriam, KS 66202",39.019658,-94.6905789,d9a6ac3e
77024_34e69786_ikea_houston,34e69786,ikea,IKEA,Houston,7810 Katy Freeway,,Houston,TX,77024,"7810 Katy Freeway Houston, TX 77024",29.7855758,-95.4715555,fae6f6bf
75034_c91e242a_ikea_frisco,c91e242a,ikea,IKEA,Frisco,7171 IKEA Drive,,Frisco,TX,75034,"7171 IKEA Drive Frisco, TX 75034",33.0937506,-96.8213668,4a17b312
75052_3dad30c4_ikea_grand_prairie,3dad30c4,ikea,IKEA,Grand Prairie,1000 IKEA Way,,Grand Prairie,TX,75052,"1000 IKEA Way Grand Prairie, TX 75052",32.6906294,-97.022627,d8a4cb9e
78665_f52f56d9_ikea_round_rock,f52f56d9,ikea,IKEA,Round Rock,1 IKEA Way,,Round Rock,TX,78665,"1 IKEA Way Round Rock, TX 78665",30.5578282,-97.6897453,7afc15cf
78233_49e9378a_ikea_live_oak,49e9378a,ikea,IKEA,Live Oak,1000 IKEA RBFCU Parkway,,Live Oak,TX,78233,"1000 IKEA RBFCU Parkway Live Oak, TX 78233",29.5665157,-98.3381062,248e52cb
80112_0339e4aa_ikea_centennial,0339e4aa,ikea,IKEA,Centennial,9800 E. IKEA Way,,Centennial,CO,80112,"9800 E. IKEA Way Centennial, CO 80112",39.5720848,-104.8750157,28f429aa
84020_2cd51b59_ikea_draper,2cd51b59,ikea,IKEA,Draper,67 West IKEA Way,,Draper,UT,84020,"67 West IKEA Way Draper, UT 84020",40.5086171,-111.8931892,bb9a6316
85284_412cfb81_ikea_tempe,412cfb81,ikea,IKEA,Tempe,2110 West IKEA Way,,Tempe,AZ,85284,"2110 West IKEA Way Tempe, AZ 85284",33.3409062,-111.9703209,e3479a22
89148_51c3ae71_ikea_las_vegas,51c3ae71,ikea,IKEA,Las Vegas,6500 IKEA Way,,Las Vegas,NV,89148,"6500 IKEA Way Las Vegas, NV 89148",36.0688447,-115.2806099,193b064a
92108_ced584e5_ikea_san_diego,ced584e5,ikea,IKEA,San Diego,2149 Fenton Parkway,,San Diego,CA,92108,"2149 Fenton Parkway San Diego, CA 92108",32.7801705,-117.1262915,4908cf80
91723_1030da1b_ikea_covina,1030da1b,ikea,IKEA,Covina,848 South Barranca Avenue,,Covina,CA,91723,"848 South Barranca Avenue Covina, CA 91723",34.0744813,-117.8791263,3c61bc05
92626_d49c5264_ikea_costa_mesa,d49c5264,ikea,IKEA,Costa Mesa,1475 South Coast Drive,,Costa Mesa,CA,92626,"1475 South Coast Drive Costa Mesa, CA 92626",33.6910441,-117.9162956,ddd7e76d
90746_d07af19c_ikea_carson,d07af19c,ikea,IKEA,Carson,20700 South Avalon Boulevard,,Carson,CA,90746,"20700 South Avalon Boulevard Carson, CA 90746",33.8421187,-118.2605881,70a2cba2
91502_4548afae_ikea_burbank,4548afae,ikea,IKEA,Burbank,600 South IKEA Way,,Burbank,CA,91502,"600 South IKEA Way Burbank, CA 91502",34.1748067,-118.3035453,de250f4d
95605_75161089_ikea_west_sacramento,75161089,ikea,IKEA,West Sacramento,700 IKEA Court,,West Sacramento,CA,95605,"700 IKEA Court West Sacramento, CA 95605",38.5864966,-121.5535913,d48da037
94303_b4f11452_ikea_east_palo_alto,b4f11452,ikea,IKEA,East Palo Alto,1700 East Bayshore Road,,East Palo Alto,CA,94303,"1700 East Bayshore Road East Palo Alto, CA 94303",37.4611767,-122.1394766,787b5d12
98057_fbaf88ff_ikea_renton,fbaf88ff,ikea,IKEA,Renton,601 S.W. 41st Street,,Renton,WA,98057,"601 S.W. 41st Street Renton, WA 98057",47.4426763,-122.2280158,1d3b5d96
94608_340b25b4_ikea_emeryville,340b25b4,ikea,IKEA,Emeryville,4400 Shellmound Street,,Emeryville,CA,94608,"4400 Shellmound Street Emeryville, CA 94608",37.8317539,-122.2919709,785a702d
97220_021db027_ikea_portland,021db027,ikea,IKEA,Portland,10280 NE Cascades Parkway,,Portland,OR,97220,"10280 NE Cascades Parkway Portland, OR 97220",45.5712001,-122.5535877,797427fb
02139_a8c86585_microcenter_cambridge,a8c86585,microcenter,Micro Center,Cambridge,730 Memorial Dr,,Cambridge,MA,02139,"730 Memorial Dr Cambridge, MA 02139",42.3572095,-71.1143075,80b67826
11590_fe90aeea_microcenter_westbury,fe90aeea,microcenter,Micro Center,Westbury,655 Merrick Ave,,Westbury,NY,11590,"655 Merrick Ave Westbury, NY 11590",40.7395606,-73.5858212,57dec986
11367_acae5b22_microcenter_flushing,acae5b22,microcenter,Micro Center,Flushing,71-43 Kissena Blvd,,Queens,NY,11367,"71-43 Kissena Blvd Queens, NY 11367",40.728866,-73.8150369,059b6d2a
10704_7872e229_microcenter_yonkers,7872e229,microcenter,Micro Center,Yonkers,750-A Central Park Ave,,Yonkers,NY,10704,"750-A Central Park Ave Yonkers, NY 10704",40.9248553,-73.8562871,eab5b607
11232_e890c163_microcenter_brooklyn,e890c163,microcenter,Micro Center,Brooklyn,850 3rd Ave,,Brooklyn,NY,11232,"850 3rd Ave Brooklyn, NY 11232",40.6588044,-74.003448,eee993ba
07504_0bf54b7c_microcenter_north_jersey,0bf54b7c,microcenter,Micro Center,North Jersey,263 McLean Blvd,Route 20 Retail Center,Paterson,NJ,07504,"263 McLean Blvd Paterson, NJ 07504",40.9068688,-74.1332633,7bb79293
19087_bd3dd09d_microcenter_st_davids,bd3dd09d,microcenter,Micro Center,St. Davids,550 E Lancaster Ave Ste C,,St Davids,PA,19087,"550 E Lancaster Ave Ste C St Davids, PA 19087",40.0401182,-75.3694827,2eee9bc5
21234_1b13ca05_microcenter_parkville,1b13ca05,microcenter,Micro Center,Parkville,1957 E Joppa Rd,,Parkville,MD,21234,"1957 E Joppa Rd Parkville, MD 21234",39.3969616,-76.5454815,5bb8c23f
20852_809ef867_microcenter_rockville,809ef867,microcenter,Micro Center,Rockville,1776 E Jefferson ST Ste 203,,Rockville,MD,20852,"1776 E Jefferson ST Ste 203 Rockville, MD 20852",39.0572258,-77.1245166,2ffff51b
22031_2714330e_microcenter_fairfax,2714330e,microcenter,Micro Center,Fairfax,3089 Nutley St,,Fairfax,VA,22031,"3089 Nutley St Fairfax, VA 22031",38.8689425,-77.2615284,859ea2ad
44124_3d3546eb_microcenter_mayfield_heights,3d3546eb,microcenter,Micro Center,Mayfield Heights,1349 Som Center Rd,Eastgate Shopping Center,Mayfield Heights,OH,44124,"1349 Som Center Rd Mayfield Heights, OH 44124",41.5239851,-81.4373282,317022ad
43214_4b802509_microcenter_columbus,4b802509,microcenter,Micro Center,Columbus,747 Bethel Rd,,Columbus,OH,43214,"747 Bethel Rd Columbus, OH 43214",40.0623713,-83.0408365,f3e47221
48071_d645d210_microcenter_madison_heights,d645d210,microcenter,Micro Center,Madison Heights,32800 Concord Dr,,Madison Heights,MI,48071,"32800 Concord Dr Madison Heights, MI 48071",42.5329448,-83.1145486,f7822d17
30096_3b0493bb_microcenter_duluth,3b0493bb,microcenter,Micro Center,Duluth,2340 Pleasant Hill Rd,,Duluth,GA,30096,"2340 Pleasant Hill Rd Duluth, GA 30096",33.9642783,-84.1374123,65550e84
45241_0806c60d_microcenter_sharonville,0806c60d,microcenter,Micro Center,Sharonville,11755 Mosteller Rd,,Sharonville,OH,45241,"11755 Mosteller Rd Sharonville, OH 45241",39.2882802,-84.4298998,609b7f36
30067_ccdc41d1_microcenter_marietta,ccdc41d1,microcenter,Micro Center,Marietta,1275 Powers Ferry Rd SE Ste 50,,Marietta,GA,30067,"1275 Powers Ferry Rd SE Ste 50 Marietta, GA 30067",33.9211202,-84.4662105,90a405f7
60647_582c4497_microcenter_chicago,582c4497,microcenter,Micro Center,Chicago,2645 N Elston Ave,,Chicago,IL,60647,"2645 N Elston Ave Chicago, IL 60647",41.9306749,-87.6826906,e525c45b
60559_e20f2766_microcenter_westmont,e20f2766,microcenter,Micro Center,Westmont,80 E Ogden Ave,,Westmont,IL,60559,"80 E Ogden Ave Westmont, IL 60559",41.8113505,-87.9725279,f243a7e3
63144_634d6104_microcenter_brentwood,634d6104,microcenter,Micro Center,Brentwood,87 Brentwood Promenade Ct,,Brentwood,MO,63144,"87 Brentwood Promenade Ct Brentwood, MO 63144",38.6261802,-90.3432893,f4979cd2
55416_c57752a7_microcenter_st_louis_park,c57752a7,microcenter,Micro Center,St. Louis Park,3710 Highway 100 South,,St. Louis Park,MN,55416,"3710 Highway 100 South St. Louis Park, MN 55416",44.9502596,-93.3477824,cb7d10bd
66212_938d4019_microcenter_overland_park,938d4019,microcenter,Micro Center,Overland Park,9294 Metcalf Ave,Regency Park Shopping Center,Overland Park,KS,66212,"9294 Metcalf Ave Overland Park, KS 66212",38.9605464,-94.6701763,d2343ab6
77081_ac74d2f5_microcenter_houston,ac74d2f5,microcenter,Micro Center,Houston,5305 S Rice Ave,,Houston,TX,77081,"5305 S Rice Ave Houston, TX 77081",29.7249018,-95.46657,20aa5eae
75243_1f0eea52_microcenter_dallas,1f0eea52,microcenter,Micro Center,Dallas,13929 N Central Expy,,Dallas,TX,75243,"13929 N Central Expy Dallas, TX 75243",32.9374633,-96.7503193,a47f3ba0
80237_f9a36abc_microcenter_denver,f9a36abc,microcenter,Micro Center,Denver,8000 E Quincy Ave,,Denver,CO,80237,"8000 E Quincy Ave Denver, CO 80237",39.6382964,-104.8973215,85c284df
92780_82753ef0_microcenter_tustin,82753ef0,microcenter,Micro Center,Tustin,1100 E Edinger Ave,,Tustin,CA,92780,"1100 E Edinger Ave Tustin, CA 92780",33.7245358,-117.8328829,0c63554f
53045_146cb50b_llbean_brookfield,146cb50b,llbean,LL Bean,Brookfield,20200 Union Street,The Corners Of Brookfield,Brookfield,WI,53045,"20200 Union Street Brookfield, WI 53045",43.035436,-88.163882,07697515
53705_c293dfe3_llbean_hilldale,c293dfe3,llbean,LL Bean,Hilldale,434 N. Midvale Blvd,Hilldale Shopping Center,Madison,WI,53705,"434 N. Midvale Blvd Madison, WI 53705",43.07185263,-89.453067,d1dfa611
60010_0abc3ea6_llbean_south_barrington,0abc3ea6,llbean,LL Bean,South Barrington,100 West Higgins Road,The Arboretum Of South Barrington,South Barrington,IL,60010,"100 West Higgins Road South Barrington, IL 60010",42.07477565,-88.185193,22ae8d10
60077_9f4384a5_llbean_old_orchard,9f4384a5,llbean,LL Bean,Old Orchard,4999 Old Orchard Center,Old Orchard Center,Skokie,IL,60077,"4999 Old Orchard Center Skokie, IL 60077",42.0607916,-87.7480908,1cf8be5c
60523_ee980f29_llbean_oakbrook,ee980f29,llbean,LL Bean,Oakbrook,2202 Oakbrook Center,Oakbrook Center,Oak Brook,IL,60523,"2202 Oakbrook Center Oak Brook, IL 60523",41.851651,-87.954382,61ce81c6
55425_fd35ab57_llbean_mall_of_america,fd35ab57,llbean,LL Bean,Mall of America,100 South Ave,Mall Of America,Bloomington,MN,55425,"100 South Ave Bloomington, MN 55425",44.85334404,-93.23972273,b7e7b842
48038_4e7a4ef5_llbean_partridge_creek,4e7a4ef5,llbean,LL Bean,Partridge Creek,17420 Hall Rd,The Mall At Partridge Creek,Clinton Township,MI,48038,"17420 Hall Rd Clinton Township, MI 48038",42.625782,-82.946465,27ed3856
45236_5e06350a_llbean_kenwood,5e06350a,llbean,LL Bean,Kenwood,5901 East Galbraith Road,The Kenwood Collection,Cincinnati,OH,45236,"5901 East Galbraith Road Cincinnati, OH 45236",39.20474926,-84.37408367,fc52f155
43219_d5801847_llbean_easton_town_center,d5801847,llbean,LL Bean,Easton Town Center,4222 Easton Loop West,Easton Town Center,Columbus,OH,43219,"4222 Easton Loop West Columbus, OH 43219",40.05414453,-82.91690648,7c0f4271
44124_40f1de63_llbean_legacy_village,40f1de63,llbean,LL Bean,Legacy Village,25225 Cedar Rd,Legacy Village,Lyndhurst,OH,44124,"25225 Cedar Rd Lyndhurst, OH 44124",41.502696,-81.500262,26013634
66209_5b75f8cf_llbean_town_center_crossing,5b75f8cf,llbean,LL Bean,Town Center Crossing,4401 W. 119 Street,Town Center Crossing,Leawood,KS,66209,"4401 W. 119 Street Leawood, KS 66209",38.91163461,-94.636781,33e1f295
15237_f282a0b9_llbean_ross_park,f282a0b9,llbean,LL Bean,Ross Park,1000 Ross Park Mall Drive,Ross Park Mall,Pittsburgh,PA,15237,"1000 Ross Park Mall Drive Pittsburgh, PA 15237",40.54259337,-80.00912073,bb317b61
14228_87c8e07f_llbean_boulevard,87c8e07f,llbean,LL Bean,Boulevard,"1565 Niagara Falls Boulevard,",Boulevard Consumer Square,Amherst,NY,14228,"1565 Niagara Falls Boulevard, Amherst, NY 14228",42.99823954,-78.82147536,e45c3c05
14564_e03bc94b_llbean_eastview,e03bc94b,llbean,LL Bean,Eastview,60 Eastview Mall Drive,Eastview Mall,Victor,NY,14564,"60 Eastview Mall Drive Victor, NY 14564",43.026312,-77.443766,cace7161
13066_ad8c233c_llbean_fayetteville,ad8c233c,llbean,LL Bean,Fayetteville,304 Towne Center Drive,Towne Center Mall,Fayetteville,NY,13066,"304 Towne Center Drive Fayetteville, NY 13066",43.03323757,-76.0206057,1831d0dd
22901_00a10e97_llbean_stonefield,00a10e97,llbean,LL Bean,Stonefield,2015 Bond Street,The Shops At Stonefield,Charlottesville,VA,22901,"2015 Bond Street Charlottesville, VA 22901",38.063896,-78.490876,bc568994
20852_26ab70e3_llbean_pike_and_rose,26ab70e3,llbean,LL Bean,Pike and Rose,925 Rose Ave,Pike And Rose,North Bethesda,MD,20852,"925 Rose Ave North Bethesda, MD 20852",39.05133434,-77.11637006,cdb531d3
23233_73e42346_llbean_short_pump,73e42346,llbean,LL Bean,Short Pump,"11800 West Broad Street,",Short Pump Town Center,Richmond,VA,23233,"11800 West Broad Street, Richmond, VA 23233",37.65612296,-77.61926815,f9c64162
18034_8469e830_llbean_saucon_valley,8469e830,llbean,LL Bean,Saucon Valley,3301 Center Valley Pkwy,The Promenade Shops At Saucon Valley,Center Valley,PA,18034,"3301 Center Valley Pkwy Center Valley, PA 18034",40.558716,-75.413718,6e5caafb
19406_7c3890a7_llbean_king_of_prussia,7c3890a7,llbean,LL Bean,King Of Prussia,160 North Gulph Road,The Plaza At King Of Prussia Mall,King Of Prussia,PA,19406,"160 North Gulph Road King Of Prussia, PA 19406",40.08817044,-75.39265811,925bc6a5
12205_c9bda584_llbean_colonie,c9bda584,llbean,LL Bean,Colonie,131 Colonie Center,Colonie Center,Albany,NY,12205,"131 Colonie Center Albany, NY 12205",42.70971398,-73.81810883,cce96388
08053_7685d662_llbean_sagemore,7685d662,llbean,LL Bean,Sagemore,500 Route 73 S,The Promenade At Sagemore,Marlton,NJ,08053,"500 Route 73 S Marlton, NJ 08053",39.876261,-74.92044857,22e84860
12845_932977b9_llbean_adirondack_outlet_store,932977b9,llbean,LL Bean,Adirondack Outlet Store,1444 U.S. 9,Adirondack Outlet Mall,Lake George,NY,12845,"1444 U.S. 9 Lake George, NY 12845",43.3660443,-73.697812,2b6f05f6
07652_012c182f_llbean_paramus_park,012c182f,llbean,LL Bean,Paramus Park,700 Paramus Park,Paramus Park Mall,Paramus,NJ,07652,"700 Paramus Park Paramus, NJ 07652",40.95738893,-74.06872124,76d489c1
07728_75ac95a8_llbean_freehold,75ac95a8,llbean,LL Bean,Freehold,3710 Route 9 South,Freehold Raceway Mall,Freehold,NJ,07728,"3710 Route 9 South Freehold, NJ 07728",40.25214437,-74.29943004,7b6da263
05401_ef0fdbec_llbean_burlington_vt,ef0fdbec,llbean,LL Bean,Burlington VT,101 Cherry Street,Burlington Town Center,Burlington,VT,05401,"101 Cherry Street Burlington, VT 05401",44.47893,-73.21398,e9438a2d
10710_057a858e_llbean_ridge_hill,057a858e,llbean,LL Bean,Ridge Hill,1 Ridge Hill Boulevard,Ridge Hill Mall,Yonkers,NY,10710,"1 Ridge Hill Boulevard Yonkers, NY 10710",40.96266157,-73.85561059,8f16cf5f
05495_b5659a14_llbean_williston,b5659a14,llbean,LL Bean,Williston,69 Market Street,Finney Crossing,Williston,VT,05495,"69 Market Street Williston, VT 05495",44.44878371,-73.10745057,191755ba
06810_4bab8b08_llbean_danbury,4bab8b08,llbean,LL Bean,Danbury,7 Backus Avenue,Danbury Fair,Danbury,CT,06810,"7 Backus Avenue Danbury, CT 06810",41.379563,-73.479782,96f231e8
23452_6afe2965_llbean_lynnhaven,6afe2965,llbean,LL Bean,Lynnhaven,701 Lynnhaven Parkway,Lynnhaven Mall,Virginia Beach,VA,23452,"701 Lynnhaven Parkway Virginia Beach, VA 23452",36.81690114,-76.07051843,e249539c
11755_0a384c9c_llbean_smith_haven,0a384c9c,llbean,LL Bean,Smith Haven,220 Smith Haven Mall,Smith Haven Mall,Lake Grove,NY,11755,"220 Smith Haven Mall Lake Grove, NY 11755",40.86481821,-73.12911014,49a4e6a7
06511_2c6143b0_llbean_yale,2c6143b0,llbean,LL Bean,Yale,272 Elm Street,The Shops At Yale,New Haven,CT,06511,"272 Elm Street New Haven, CT 06511",41.31078257,-72.93076236,3448a67f
01035_fd998c54_llbean_mountain_farms,fd998c54,llbean,LL Bean,Mountain Farms,353 Russell St,Mountain Farms Mall,Hadley,MA,01035,"353 Russell St Hadley, MA 01035",42.35676022,-72.55169733,67e27c63
03784_4913ace7_llbean_powerhouse,4913ace7,llbean,LL Bean,Powerhouse,8 Glen Road,PowerHouse Mall,West Lebanon,NH,03784,"8 Glen Road West Lebanon, NH 03784",43.6337129,-72.31604264,8d266fee
06074_6d8f1cef_llbean_evergreen_walk,6d8f1cef,llbean,LL Bean,Evergreen Walk,75 Evergreen Way,The Promenade Shops At Evergreen Walk,South Windsor,CT,06074,"75 Evergreen Way South Windsor, CT 06074",41.809471,-72.55742,dbc57890
01527_483abe91_llbean_blackstone_valley,483abe91,llbean,LL Bean,Blackstone Valley,"70 Worcester - Providence Turnpike,",The Shoppes At Blackstone Valley,Millbury,MA,01527,"70 Worcester - Providence Turnpike, Millbury, MA 01527",42.19918866,-71.77922195,f5810fda
03301_511f7389_llbean_concord_outlet_store,511f7389,llbean,LL Bean,Concord Outlet Store,55 Fort Eddy Road,,Concord,NH,03301,"55 Fort Eddy Road Concord, NH 03301",43.21117151,-71.53284142,943893e7
03063_dda759f6_llbean_nashua_outlet_store,dda759f6,llbean,LL Bean,Nashua Outlet Store,31 Gusabel Avenue,Nashua Mall,Nashua,NH,03063,"31 Gusabel Avenue Nashua, NH 03063",42.765203,-71.496335,fe9caf7c
03860_2f137d1b_llbean_north_conway_outlet_store,2f137d1b,llbean,LL Bean,North Conway Outlet Store,1390 White Mountain Highway,Settler's Crossing,North Conway,NH,03860,"1390 White Mountain Highway North Conway, NH 03860",44.0167893,-71.1149551,01f92921
03079_e06e86d9_llbean_tuscan_village,e06e86d9,llbean,LL Bean,Tuscan Village,3 South Village Drive,Tuscan Village,Salem,NH,03079,"3 South Village Drive Salem, NH 03079",42.77002715,-71.22433582,bc28ace3
02920_c2489868_llbean_garden_city,c2489868,llbean,LL Bean,Garden City,200 Hillside Road,Garden City Center,Cranston,RI,02920,"200 Hillside Road Cranston, RI 02920",41.75808759,-71.45763632,074e8507
01803_49d644bc_llbean_wayside,49d644bc,llbean,LL Bean,Wayside,6 Wayside Road,Wayside Commons,Burlington,MA,01803,"6 Wayside Road Burlington, MA 01803",42.485813,-71.192459,1316bea9
02026_6a6cdb41_llbean_legacy_place,6a6cdb41,llbean,LL Bean,Legacy Place,340 Legacy Place,Legacy Place,Dedham,MA,02026,"340 Legacy Place Dedham, MA 02026",42.2323489,-71.1789134,75190e85
02048_0ac14ce7_llbean_mansfield,0ac14ce7,llbean,LL Bean,Mansfield,280 School Street,Mansfield Crossing,Mansfield,MA,02048,"280 School Street Mansfield, MA 02048",42.012716,-71.230951,27e1dd63
02210_24580777_llbean_seaport,24580777,llbean,LL Bean,Seaport,56 Seaport Blvd.,One Seaport,Boston,MA,02210,"56 Seaport Blvd. Boston, MA 02210",42.35308874,-71.0476676,429779f5
03862_f72ccfed_llbean_lafayette_outlet_store,f72ccfed,llbean,LL Bean,Lafayette Outlet Store,35 Lafayette Road,Lafayette Crossing,North Hampton,NH,03862,"35 Lafayette Road North Hampton, NH 03862",42.968557,-70.8351061,b5f04c94
02571_5b75cd9e_llbean_wareham_outlet_store,5b75cd9e,llbean,LL Bean,Wareham Outlet Store,2421 Cranberry Hwy. Rt. 28,Wareham Crossing Mall,Wareham,MA,02571,"2421 Cranberry Hwy. Rt. 28 Wareham, MA 02571",41.7741903,-70.7420536,686f7b31
80124_3eff6c7b_llbean_park_meadows,3eff6c7b,llbean,LL Bean,Park Meadows,8525 Park Meadows Center Drive,Park Meadows,Lone Tree,CO,80124,"8525 Park Meadows Center Drive Lone Tree, CO 80124",39.56268068,-104.8754093,b89d54b4
04032_75dc4b80_llbean_home_store,75dc4b80,llbean,LL Bean,Home Store,12 Nathan Nye Street,L.L.Bean Flagship Campus,Freeport,ME,04032,"12 Nathan Nye Street Freeport, ME 04032",43.857218,-70.104677,3e6aabe9
04032_8998e8ad_llbean_bike_boat_ski_store,8998e8ad,llbean,LL Bean,Bike Boat Ski Store,57 Main Street,L.L.Bean Flagship Campus,Freeport,ME,04032,"57 Main Street Freeport, ME 04032",43.85702,-70.103687,f22c80e5
04032_c0f3e1a6_llbean_flagship,c0f3e1a6,llbean,LL Bean,Flagship,95 Main Street,L.L.Bean Flagship Campus,Freeport,ME,04032,"95 Main Street Freeport, ME 04032",43.857865,-70.103352,f52f9812
04032_32866f06_llbean_freeport_outlet_store,32866f06,llbean,LL Bean,Freeport Outlet Store,1 Freeport Village Station,Village Station,Freeport,ME,04032,"1 Freeport Village Station Freeport, ME 04032",43.8558189,-70.102834,7eb177c6
02649_fb43c61a_llbean_mashpee,fb43c61a,llbean,LL Bean,Mashpee,7 Market Street,Mashpee Commons,Mashpee,MA,02649,"7 Market Street Mashpee, MA 02649",41.61741,-70.490694,fd4a26c5
04401_c1b75319_llbean_bangor_outlet_store,c1b75319,llbean,LL Bean,Bangor Outlet Store,534 Stillwater Avenue,Parkade Shopping Center,Bangor,ME,04401,"534 Stillwater Avenue Bangor, ME 04401",44.83021546,-68.75609453,0e14c1e9
04605_6348fda9_llbean_ellsworth_outlet_store,6348fda9,llbean,LL Bean,Ellsworth Outlet Store,150 High Street,,Ellsworth,ME,04605,"150 High Street Ellsworth, ME 04605",44.53709477,-68.41199381,1255d0df
84060_34caa27c_llbean_park_city,34caa27c,llbean,LL Bean,Park City,675 Main Street,The Kimball On Main,Park City,UT,84060,"675 Main Street Park City, UT 84060",40.64645604,-111.4976155,7a0f0d8f
