store_uid,uuid,short_name,store_name,store_desc,store_add1,store_add2,store_city,store_state,store_zip,store_address_full,Latitude,Longitude,rand_uuid
38016_79c45bd2_ikea_memphis,79c45bd2,ikea,IKEA,Memphis,7900 IKEA Way,,Memphis,TN,38016,"7900 IKEA Way Memphis, TN 38016",35.1902921,-89.7986837,7985c2e2
63108_1f8197c4_ikea_st_louis,1f8197c4,ikea,IKEA,St. Louis,1 IKEA Way,,St. Louis,MO,63108,"1 IKEA Way St. Louis, MO 63108",38.6335827,-90.2449962,a5483b3d
55425_e988aec5_ikea_twin_cities,e988aec5,ikea,IKEA,Twin Cities,8000 IKEA Way,,Bloomington,MN,55425,"8000 IKEA Way Bloomington, MN 55425",44.8586403,-93.2448492,fb82a19a
66202_79990e7d_ikea_merriam,79990e7d,ikea,IKEA,Merriam,6000 IKEA Way,,Merriam,KS,66202,"6000 IKEA Way Merriam, KS 66202",39.019658,-94.6905789,e37e22cd
77024_34e69786_ikea_houston,34e69786,ikea,IKEA,Houston,7810 Katy Freeway,,Houston,TX,77024,"7810 Katy Freeway Houston, TX 77024",29.7855758,-95.4715555,da6efd18
75034_c91e242a_ikea_frisco,c91e242a,ikea,IKEA,Frisco,7171 IKEA Drive,,Frisco,TX,75034,"7171 IKEA Drive Frisco, TX 75034",33.0937506,-96.8213668,e5532f76
75052_3dad30c4_ikea_grand_prairie,3dad30c4,ikea,IKEA,Grand Prairie,1000 IKEA Way,,Grand Prairie,TX,75052,"1000 IKEA Way Grand Prairie, TX 75052",32.6906294,-97.022627,fd9ba977
78665_f52f56d9_ikea_round_rock,f52f56d9,ikea,IKEA,Round Rock,1 IKEA Way,,Round Rock,TX,78665,"1 IKEA Way Round Rock, TX 78665",30.5578282,-97.6897453,564745df
78233_49e9378a_ikea_live_oak,49e9378a,ikea,IKEA,Live Oak,1000 IKEA RBFCU Parkway,,Live Oak,TX,78233,"1000 IKEA RBFCU Parkway Live Oak, TX 78233",29.5665157,-98.3381062,22fa595d
80112_0339e4aa_ikea_centennial,0339e4aa,ikea,IKEA,Centennial,9800 E. IKEA Way,,Centennial,CO,80112,"9800 E. IKEA Way Centennial, CO 80112",39.5720848,-104.8750157,65dae7a3
84020_2cd51b59_ikea_draper,2cd51b59,ikea,IKEA,Draper,67 West IKEA Way,,Draper,UT,84020,"67 West IKEA Way Draper, UT 84020",40.5086171,-111.8931892,b1eeb152
85284_412cfb81_ikea_tempe,412cfb81,ikea,IKEA,Tempe,2110 West IKEA Way,,Tempe,AZ,85284,"2110 West IKEA Way Tempe, AZ 85284",33.3409062,-111.9703209,4799dcf2
89148_51c3ae71_ikea_las_vegas,51c3ae71,ikea,IKEA,Las Vegas,6500 IKEA Way,,Las Vegas,NV,89148,"6500 IKEA Way Las Vegas, NV 89148",36.0688447,-115.2806099,83d9fb41
92108_ced584e5_ikea_san_diego,ced584e5,ikea,IKEA,San Diego,2149 Fenton Parkway,,San Diego,CA,92108,"2149 Fenton Parkway San Diego, CA 92108",32.7801705,-117.1262915,1edf47b2
91723_1030da1b_ikea_covina,1030da1b,ikea,IKEA,Covina,848 South Barranca Avenue,,Covina,CA,91723,"848 South Barranca Avenue Covina, CA 91723",34.0744813,-117.8791263,31c5199d
92626_d49c5264_ikea_costa_mesa,d49c5264,ikea,IKEA,Costa Mesa,1475 South Coast Drive,,Costa Mesa,CA,92626,"1475 South Coast Drive Costa Mesa, CA 92626",33.6910441,-117.9162956,8a9963ed
90746_d07af19c_ikea_carson,d07af19c,ikea,IKEA,Carson,20700 South Avalon Boulevard,,Carson,CA,90746,"20700 South Avalon Boulevard Carson, CA 90746",33.8421187,-118.2605881,96a2a376
91502_4548afae_ikea_burbank,4548afae,ikea,IKEA,Burbank,600 South IKEA Way,,Burbank,CA,91502,"600 South IKEA Way Burbank, CA 91502",34.1748067,-118.3035453,0cf37596
95605_75161089_ikea_west_sacramento,75161089,ikea,IKEA,West Sacramento,700 IKEA Court,,West Sacramento,CA,95605,"700 IKEA Court West Sacramento, CA 95605",38.5864966,-121.5535913,98dd48c8
94303_b4f11452_ikea_east_palo_alto,b4f11452,ikea,IKEA,East Palo Alto,1700 East Bayshore Road,,East Palo Alto,CA,94303,"1700 East Bayshore Road East Palo Alto, CA 94303",37.4611767,-122.1394766,8430ad48
98057_fbaf88ff_ikea_renton,fbaf88ff,ikea,IKEA,Renton,601 S.W. 41st Street,,Renton,WA,98057,"601 S.W. 41st Street Renton, WA 98057",47.4426763,-122.2280158,8284e720
94608_340b25b4_ikea_emeryville,340b25b4,ikea,IKEA,Emeryville,4400 Shellmound Street,,Emeryville,CA,94608,"4400 Shellmound Street Emeryville, CA 94608",37.8317539,-122.2919709,ad6b04aa
97220_021db027_ikea_portland,021db027,ikea,IKEA,Portland,10280 NE Cascades Parkway,,Portland,OR,97220,"10280 NE Cascades Parkway Portland, OR 97220",45.5712001,-122.5535877,67aeedea
02139_a8c86585_microcenter_cambridge,a8c86585,microcenter,Micro Center,Cambridge,730 Memorial Dr,,Cambridge,MA,02139,"730 Memorial Dr Cambridge, MA 02139",42.3572095,-71.1143075,53955536
11590_fe90aeea_microcenter_westbury,fe90aeea,microcenter,Micro Center,Westbury,655 Merrick Ave,,Westbury,NY,11590,"655 Merrick Ave Westbury, NY 11590",40.7395606,-73.5858212,6cc4fae8
11367_acae5b22_microcenter_flushing,acae5b22,microcenter,Micro Center,Flushing,71-43 Kissena Blvd,,Queens,NY,11367,"71-43 Kissena Blvd Queens, NY 11367",40.728866,-73.8150369,fd5032d3
10704_7872e229_microcenter_yonkers,7872e229,microcenter,Micro Center,Yonkers,750-A Central Park Ave,,Yonkers,NY,10704,"750-A Central Park Ave Yonkers, NY 10704",40.9248553,-73.8562871,64c6cfec
11232_e890c163_microcenter_brooklyn,e890c163,microcenter,Micro Center,Brooklyn,850 3rd Ave,,Brooklyn,NY,11232,"850 3rd Ave Brooklyn, NY 11232",40.6588044,-74.003448,071546f7
07504_0bf54b7c_microcenter_north_jersey,0bf54b7c,microcenter,Micro Center,North Jersey,263 McLean Blvd,Route 20 Retail Center,Paterson,NJ,07504,"263 McLean Blvd Paterson, NJ 07504",40.9068688,-74.1332633,d8330813
19087_bd3dd09d_microcenter_st_davids,bd3dd09d,microcenter,Micro Center,St. Davids,550 E Lancaster Ave Ste C,,St Davids,PA,19087,"550 E Lancaster Ave Ste C St Davids, PA 19087",40.0401182,-75.3694827,853535a4
21234_1b13ca05_microcenter_parkville,1b13ca05,microcenter,Micro Center,Parkville,1957 E Joppa Rd,,Parkville,MD,21234,"1957 E Joppa Rd Parkville, MD 21234",39.3969616,-76.5454815,529c2dcd
20852_809ef867_microcenter_rockville,809ef867,microcenter,Micro Center,Rockville,1776 E Jefferson ST Ste 203,,Rockville,MD,20852,"1776 E Jefferson ST Ste 203 Rockville, MD 20852",39.0572258,-77.1245166,b6605067
22031_2714330e_microcenter_fairfax,2714330e,microcenter,Micro Center,Fairfax,3089 Nutley St,,Fairfax,VA,22031,"3089 Nutley St Fairfax, VA 22031",38.8689425,-77.2615284,fd2617cf
44124_3d3546eb_microcenter_mayfield_heights,3d3546eb,microcenter,Micro Center,Mayfield Heights,1349 Som Center Rd,Eastgate Shopping Center,Mayfield Heights,OH,44124,"1349 Som Center Rd Mayfield Heights, OH 44124",41.5239851,-81.4373282,6c32959d
43214_4b802509_microcenter_columbus,4b802509,microcenter,Micro Center,Columbus,747 Bethel Rd,,Columbus,OH,43214,"747 Bethel Rd Columbus, OH 43214",40.0623713,-83.0408365,5981b0b6
48071_d645d210_microcenter_madison_heights,d645d210,microcenter,Micro Center,Madison Heights,32800 Concord Dr,,Madison Heights,MI,48071,"32800 Concord Dr Madison Heights, MI 48071",42.5329448,-83.1145486,8fbfc80e
30096_3b0493bb_microcenter_duluth,3b0493bb,microcenter,Micro Center,Duluth,2340 Pleasant Hill Rd,,Duluth,GA,30096,"2340 Pleasant Hill Rd Duluth, GA 30096",33.9642783,-84.1374123,11bb8aed
45241_0806c60d_microcenter_sharonville,0806c60d,microcenter,Micro Center,Sharonville,11755 Mosteller Rd,,Sharonville,OH,45241,"11755 Mosteller Rd Sharonville, OH 45241",39.2882802,-84.4298998,c4a49b9a
30067_ccdc41d1_microcenter_marietta,ccdc41d1,microcenter,Micro Center,Marietta,1275 Powers Ferry Rd SE Ste 50,,Marietta,GA,30067,"1275 Powers Ferry Rd SE Ste 50 Marietta, GA 30067",33.9211202,-84.4662105,9793eab7
60647_582c4497_microcenter_chicago,582c4497,microcenter,Micro Center,Chicago,2645 N Elston Ave,,Chicago,IL,60647,"2645 N Elston Ave Chicago, IL 60647",41.9306749,-87.6826906,61ee4018
60559_e20f2766_microcenter_westmont,e20f2766,microcenter,Micro Center,Westmont,80 E Ogden Ave,,Westmont,IL,60559,"80 E Ogden Ave Westmont, IL 60559",41.8113505,-87.9725279,f05d216a
63144_634d6104_microcenter_brentwood,634d6104,microcenter,Micro Center,Brentwood,87 Brentwood Promenade Ct,,Brentwood,MO,63144,"87 Brentwood Promenade Ct Brentwood, MO 63144",38.6261802,-90.3432893,4579cc6a
55416_c57752a7_microcenter_st_louis_park,c57752a7,microcenter,Micro Center,St. Louis Park,3710 Highway 100 South,,St. Louis Park,MN,55416,"3710 Highway 100 South St. Louis Park, MN 55416",44.9502596,-93.3477824,e2c767ee
66212_938d4019_microcenter_overland_park,938d4019,microcenter,Micro Center,Overland Park,9294 Metcalf Ave,Regency Park Shopping Center,Overland Park,KS,66212,"9294 Metcalf Ave Overland Park, KS 66212",38.9605464,-94.6701763,f0814bdf
77081_ac74d2f5_microcenter_houston,ac74d2f5,microcenter,Micro Center,Houston,5305 S Rice Ave,,Houston,TX,77081,"5305 S Rice Ave Houston, TX 77081",29.7249018,-95.46657,88cf93a5
75243_1f0eea52_microcenter_dallas,1f0eea52,microcenter,Micro Center,Dallas,13929 N Central Expy,,Dallas,TX,75243,"13929 N Central Expy Dallas, TX 75243",32.9374633,-96.7503193,6b24766a
80237_f9a36abc_microcenter_denver,f9a36abc,microcenter,Micro Center,Denver,8000 E Quincy Ave,,Denver,CO,80237,"8000 E Quincy Ave Denver, CO 80237",39.6382964,-104.8973215,6b784f8b
92780_82753ef0_microcenter_tustin,82753ef0,microcenter,Micro Center,Tustin,1100 E Edinger Ave,,Tustin,CA,92780,"1100 E Edinger Ave Tustin, CA 92780",33.7245358,-117.8328829,6d175392
